EstDataID,personid,hhid,trip_type,mode,mode_group,HomeTAZ,o_taz,d_taz,a_taz,HHIncomeMP,AvgIncPerAdult,LowIncome,Home_Cluster,O_Cluster,D_Cluster,Segment,tod,ZeroAutoHH,trip_weight,hh_weight
4309,1610900001,16109000,W_NH_O_All,sov,auto,1578,1578,1596,1596,62500,62500,1,4,4,2,ilvs,PM,0,78.9304275512695,67.28937
4310,1610900001,16109000,W_NH_O_All,sov,auto,1596,1596,1605,1605,62500,62500,1,2,2,4,ilvs,PM,0,101.030952453613,67.28937
4313,1610902401,16109024,W_NH_O_All,sov,auto,570,570,2448,2448,200000,100000,0,1,1,2,ihvs,NT,0,116.471160888672,110.92492
4320,1610903001,16109030,W_NH_O_All,sov,auto,3049,3049,1603,1603,62500,20833.333333333332,1,2,2,2,ilvs,MD,0,236.350067138672,201.49196
4318,1610903001,16109030,W_NH_O_All,sov,auto,1603,1603,1630,1630,62500,20833.333333333332,1,2,2,3,ilvs,MD,0,236.350067138672,201.49196
4321,1610903001,16109030,W_NH_O_All,sov,auto,1603,1603,2396,2396,62500,20833.333333333332,1,2,2,3,ilvs,PM,0,236.350067138672,201.49196
4319,1610903001,16109030,W_NH_O_All,sov,auto,1630,1630,3049,3049,62500,20833.333333333332,1,3,3,2,ilvs,MD,0,302.528076171875,201.49196
4336,1610903901,16109039,W_NH_O_All,sov,auto,2120,2120,1095,1095,125000,62500,1,3,3,83,ihvs,PM,0,163.738433837891,145.73959
4335,1610903901,16109039,W_NH_WR_All,other_auto,auto,2141,2141,2120,2120,125000,62500,1,84,84,3,ihvs,PM,0,163.738433837891,145.73959
4334,1610903901,16109039,W_NH_WR_All,other_auto,auto,2120,2120,2141,2141,125000,62500,1,3,3,84,ihvs,MD,0,163.738433837891,145.73959
4340,1610903902,16109039,N_NH_OME_All,sov,auto,1095,1095,1087,1087,125000,62500,1,83,83,83,ihvs,NT,0,209.585189819336,145.73959
4339,1610903902,16109039,N_NH_OME_All,sov,auto,1075,1075,1095,1095,125000,62500,1,83,83,83,ihvs,NT,0,209.585189819336,145.73959
4347,1610906802,16109068,N_NH_OME_All,sov,auto,2516,2516,2598,2598,62500,20833.333333333332,1,2,2,2,ilvs,MD,0,184.433990478516,108.66444
4348,1610906802,16109068,N_NH_OME_All,sov,auto,2598,2598,2732,2732,62500,20833.333333333332,1,2,2,82,ilvs,MD,0,184.433990478516,108.66444
4351,1610907401,16109074,N_NH_OME_All,sov,auto,1366,1366,650,650,125000,62500,1,6,6,7,ihvs,MD,0,73.2361221313477,65.18569
4356,1610907601,16109076,N_NH_OME_All,walkbike,nonmotorized,2705,2705,2705,2705,125000,62500,1,82,82,82,ihvs,MD,0,118.05403137207,87.83782
4360,1610907601,16109076,N_NH_OME_All,walkbike,nonmotorized,2703,2703,2703,2703,125000,62500,1,82,82,82,ihvs,MD,0,118.05403137207,87.83782
4370,1610907602,16109076,N_NH_OME_All,walkbike,nonmotorized,2705,2705,2705,2705,125000,62500,1,82,82,82,ihvs,MD,0,118.05403137207,87.83782
4374,1610907602,16109076,N_NH_OME_All,walkbike,nonmotorized,2703,2703,2703,2703,125000,62500,1,82,82,82,ihvs,MD,0,118.05403137207,87.83782
4384,1610912501,16109125,W_NH_O_All,sov,auto,376,376,321,321,87500,87500,0,7,7,5,ihvs,MD,0,22.894458770752,17.26581
4383,1610912501,16109125,W_NH_O_All,sov,auto,321,321,376,376,87500,87500,0,5,5,7,ihvs,MD,0,22.894458770752,17.26581
4387,1610914401,16109144,N_NH_OME_All,sov,auto,2430,2430,2569,2569,62500,31250,1,2,2,2,ilvi,NT,0,184.485794067383,141.30346
4392,1610917401,16109174,N_NH_OME_All,sov,auto,1818,1818,2320,2320,87500,43750,1,4,4,3,ihvs,MD,0,87.4457244873047,51.5211
4395,1610917401,16109174,N_NH_OME_All,sov,auto,1675,1675,2320,2320,87500,43750,1,2,2,3,ihvs,MD,0,87.4457244873047,51.5211
4399,1610917402,16109174,W_NH_O_All,sov,auto,2320,2320,585,585,87500,43750,1,3,3,7,ihvs,AM,0,68.3169784545898,51.5211
4401,1610917402,16109174,W_NH_O_All,sov,auto,2360,2360,2356,2356,87500,43750,1,3,3,3,ihvs,MD,0,87.4457244873047,51.5211
4400,1610917402,16109174,W_NH_O_All,sov,auto,585,585,2360,2360,87500,43750,1,7,7,3,ihvs,MD,0,68.3169784545898,51.5211
4407,1610917901,16109179,W_NH_O_All,walkbike,nonmotorized,3020,3020,176,176,125000,62500,1,5,5,5,ihvs,PM,0,45.4427032470703,33.29136
4406,1610917901,16109179,W_NH_O_All,walkbike,nonmotorized,176,176,3020,3020,125000,62500,1,5,5,5,ihvs,AM,0,45.4427032470703,33.29136
4412,1610917902,16109179,W_NH_O_All,sov,auto,1624,1624,1670,1670,125000,62500,1,3,3,2,ihvs,PM,0,45.4427032470703,33.29136
4421,1610918301,16109183,N_NH_OME_All,other_auto,auto,1664,1664,1523,1523,37500,37500,1,2,2,2,ilvs,NT,0,115.492370605469,69.40647
4424,1610919701,16109197,W_NH_O_All,sov,auto,2609,2609,1913,1913,62500,31250,1,2,2,84,ilvs,PM,0,222.666732788086,167.92363
4431,1610920801,16109208,N_NH_OME_All,hov2,auto,62,62,65,65,37500,18750,1,84,84,84,ilvs,PM,0,135.039474487305,81.15353
4434,1610920802,16109208,W_NH_WR_All,other_auto,auto,71,71,70,70,37500,18750,1,84,84,84,ilvs,AM,0,105.499588012695,81.15353
4442,1610920803,16109208,N_NH_OME_All,hov2,auto,62,62,65,65,37500,18750,1,84,84,84,ilvs,PM,0,81.1535263061523,81.15353
4447,1610924802,16109248,N_NH_O_All,walkbike,nonmotorized,1864,1864,1864,1864,125000,62500,1,3,3,3,ihvs,MD,0,165.415512084961,94.67463
4448,1610924802,16109248,N_NH_OME_All,hov2,auto,1864,1864,1873,1873,125000,62500,1,3,3,3,ihvs,MD,0,165.415512084961,94.67463
4449,1610924802,16109248,N_NH_OME_All,hov2,auto,1873,1873,1874,1874,125000,62500,1,3,3,3,ihvs,MD,0,165.415512084961,94.67463
4452,1610924803,16109248,N_NH_OME_All,walkbike,nonmotorized,1864,1864,1864,1864,125000,62500,1,3,3,3,ihvs,MD,0,94.6746292114258,94.67463
4453,1610924803,16109248,N_NH_OME_All,hov2,auto,1864,1864,1873,1873,125000,62500,1,3,3,3,ihvs,MD,0,94.6746292114258,94.67463
4454,1610924803,16109248,N_NH_OME_All,hov2,auto,1873,1873,1874,1874,125000,62500,1,3,3,3,ihvs,MD,0,94.6746292114258,94.67463
4457,1610926401,16109264,N_NH_OME_All,sov,auto,616,616,1192,1192,125000,62500,1,7,7,81,ihvs,MD,0,35.0093536376953,30.39007
4460,1610926601,16109266,W_NH_EK12_All,sov,auto,1525,1525,1682,1682,200000,100000,0,2,2,2,ihvs,AM,0,273.554962158203,226.54656
4463,1610926601,16109266,N_NH_OME_All,sov,auto,1525,2567,1525,2567,200000,100000,0,2,2,2,ihvs,MD,0,350.150360107422,226.54656
4468,1610926602,16109266,W_NH_O_All,sov,auto,1661,1661,1675,1675,200000,100000,0,2,2,2,ihvs,MD,0,309.236053466797,226.54656
4476,1610929101,16109291,W_NH_O_All,sov,auto,249,249,83,83,200000,66666.66666666667,1,5,5,1,ihvs,MD,0,283.886901855469,235.10303
4475,1610929101,16109291,W_NH_O_All,sov,auto,83,83,249,249,200000,66666.66666666667,1,1,1,5,ihvs,MD,0,283.886901855469,235.10303
4483,1610930301,16109303,N_NH_OME_All,hov3,auto,1036,1036,1808,1808,125000,41666.666666666664,1,83,83,4,ihvs,PM,0,751.936401367188,522.87522
4489,1610930302,16109303,N_NH_OME_All,hov3,auto,1808,1808,1808,1808,125000,41666.666666666664,1,4,4,4,ihvs,NT,0,751.936401367188,522.87522
4494,1610932601,16109326,W_NH_O_All,sov,auto,1133,1133,1277,1277,87500,43750,1,6,6,6,ihvs,MD,0,35.5567932128906,30.39042
4498,1610934001,16109340,W_NH_O_All,sov,auto,2152,2152,1765,1765,87500,43750,1,3,3,4,ihvs,MD,0,507.145324707031,432.34895
4502,1610934001,16109340,W_NH_O_All,sov,auto,2152,2152,2007,2007,87500,43750,1,3,3,84,ihvs,PM,0,507.145324707031,432.34895
4497,1610934001,16109340,W_NH_O_All,sov,auto,2162,2162,2152,2152,87500,43750,1,3,3,3,ihvs,AM,0,507.145324707031,432.34895
4508,1610934001,16109340,N_NH_OME_All,sov,auto,2152,2152,1912,1912,87500,43750,1,3,3,84,ihvs,NT,0,649.14599609375,432.34895
4507,1610934001,16109340,N_NH_OME_All,hov2,auto,2007,2007,2152,2152,87500,43750,1,84,84,3,ihvs,NT,0,649.14599609375,432.34895
4511,1610934002,16109340,W_NH_O_All,sov,auto,1661,1661,1663,1663,87500,43750,1,2,2,2,ihvs,PM,0,507.145324707031,432.34895
4514,1610934002,16109340,N_NH_OME_All,hov2,auto,2007,2007,2152,2152,87500,43750,1,84,84,3,ihvs,NT,0,649.14599609375,432.34895
4525,1610936301,16109363,W_NH_EK12_All,hov2,auto,2768,2768,2732,2732,62500,31250,1,82,82,82,ilvs,AM,0,169.959899902344,128.17489
4529,1610936302,16109363,W_NH_EK12_All,hov2,auto,2768,2768,2732,2732,62500,31250,1,82,82,82,ilvs,AM,0,169.959899902344,128.17489
4533,1610936303,16109363,N_NH_O_All,hov3,auto,2768,2768,2768,2768,62500,31250,1,82,82,82,ilvs,PM,0,128.174880981445,128.17489
4536,1610936304,16109363,N_NH_O_All,hov3,auto,2768,2768,2768,2768,62500,31250,1,82,82,82,ilvs,PM,0,128.174880981445,128.17489
4551,1610938302,16109383,N_NH_OME_All,hov2,auto,996,996,960,960,62500,31250,1,83,83,83,ilvs,MD,0,982.08349609375,654.09442
4550,1610938302,16109383,N_NH_OME_All,hov2,auto,1808,1808,996,996,62500,31250,1,4,4,83,ilvs,MD,0,982.08349609375,654.09442
4549,1610938302,16109383,N_NH_OME_All,hov2,auto,996,996,1808,1808,62500,31250,1,83,83,4,ilvs,MD,0,982.08349609375,654.09442
4556,1610938302,16109383,N_NH_OME_All,hov2,auto,994,994,994,994,62500,31250,1,83,83,83,ilvs,NT,0,982.08349609375,654.09442
4558,1610938302,16109383,N_NH_OME_All,hov2,auto,1808,1808,1807,1807,62500,31250,1,4,4,4,ilvs,NT,0,982.08349609375,654.09442
4557,1610938302,16109383,N_NH_OME_All,hov2,auto,994,994,1808,1808,62500,31250,1,83,83,4,ilvs,NT,0,982.08349609375,654.09442
4563,1610938303,16109383,N_NH_OME_All,hov2,auto,996,996,960,960,62500,31250,1,83,83,83,ilvs,MD,0,654.094421386719,654.09442
4562,1610938303,16109383,N_NH_OME_All,hov2,auto,1808,1808,996,996,62500,31250,1,4,4,83,ilvs,MD,0,654.094421386719,654.09442
4561,1610938303,16109383,N_NH_OME_All,hov2,auto,996,996,1808,1808,62500,31250,1,83,83,4,ilvs,MD,0,654.094421386719,654.09442
4568,1610938304,16109383,N_NH_OME_All,hov2,auto,994,994,994,994,62500,31250,1,83,83,83,ilvs,NT,0,654.094421386719,654.09442
4570,1610938304,16109383,N_NH_OME_All,hov2,auto,1808,1808,1807,1807,62500,31250,1,4,4,4,ilvs,NT,0,654.094421386719,654.09442
4569,1610938304,16109383,N_NH_OME_All,hov2,auto,994,994,1808,1808,62500,31250,1,83,83,4,ilvs,NT,0,654.094421386719,654.09442
4577,1610938502,16109385,W_NH_WR_All,auto_pay,auto,1687,1687,561,561,125000,62500,1,2,2,1,ihvs,NT,0,260.188690185547,190.61444
4582,1610938502,16109385,W_NH_WR_All,auto_pay,auto,561,561,1687,1687,125000,62500,1,1,1,2,ihvs,PM,0,260.188690185547,190.61444
4578,1610938502,16109385,W_NH_WR_All,auto_pay,auto,561,561,NA,NA,125000,62500,1,1,1,NA,ihvs,NT,0,260.188690185547,190.61444
4587,1610939101,16109391,N_NH_OME_All,sov,auto,3094,3094,2354,2354,125000,125000,0,NA,NA,3,ihvs,NT,0,103.210098266602,85.4742
4601,1610945901,16109459,N_NH_OME_All,sov,auto,2231,2231,2180,2180,125000,125000,0,3,3,3,ihvs,PM,0,58.0147399902344,33.20441
4603,1610945901,16109459,N_NH_OME_All,sov,auto,2180,2180,2231,2231,125000,125000,0,3,3,3,ihvs,NT,0,58.0147399902344,33.20441
4619,1610947401,16109474,N_NH_OME_All,sov,auto,1815,1815,994,994,87500,43750,1,4,4,83,ihvs,PM,0,69.8112030029297,53.47059
4618,1610947401,16109474,N_NH_OME_All,sov,auto,1903,1903,1815,1815,87500,43750,1,4,4,4,ihvs,PM,0,69.8112030029297,53.47059
4624,1610947402,16109474,N_NH_OME_All,sov,auto,905,905,994,994,87500,43750,1,83,83,83,ihvs,MD,0,69.8112030029297,53.47059
4632,1610947901,16109479,W_NH_O_All,sov,auto,2565,2565,2542,2542,125000,62500,1,2,2,2,ihvs,MD,0,233.609558105469,225.70971
4631,1610947901,16109479,W_NH_O_All,sov,auto,2542,2542,2565,2565,125000,62500,1,2,2,2,ihvs,MD,0,233.609558105469,225.70971
4648,1610948601,16109486,W_NH_WR_All,sov,auto,2279,2279,2173,2173,200000,100000,0,3,3,3,ihvs,AM,0,98.2033309936523,87.40839
4647,1610948601,16109486,W_NH_WR_All,sov,auto,2279,2279,2279,2279,200000,100000,0,3,3,3,ihvs,AM,0,98.2033309936523,87.40839
4654,1610948602,16109486,N_NH_O_All,hov2,auto,501,501,37,37,200000,100000,0,7,7,84,ihvs,MD,0,125.700256347656,87.40839
4651,1610948602,16109486,N_NH_O_All,hov2,auto,503,503,501,501,200000,100000,0,7,7,7,ihvs,AM,0,125.700256347656,87.40839
4652,1610948602,16109486,N_NH_O_All,sov,auto,501,501,503,503,200000,100000,0,7,7,7,ihvs,MD,0,125.700256347656,87.40839
4655,1610948602,16109486,N_NH_OME_All,hov2,auto,37,37,2148,2148,200000,100000,0,84,84,3,ihvs,MD,0,125.700256347656,87.40839
4658,1610956601,16109566,W_NH_EK12_All,sov,auto,2457,2457,2502,2502,37500,37500,1,2,2,82,ilvs,AM,0,353.055786132813,307.00502
4666,1610958401,16109584,W_NH_EK12_All,hov3,auto,2069,2069,1482,1482,125000,31250,1,84,84,2,ihvi,MD,0,855.288146972656,553.36967
4665,1610958401,16109584,W_NH_EK12_All,sov,auto,2069,2259,2069,2259,125000,31250,1,84,3,84,ihvi,MD,0,668.193908691406,553.36967
4669,1610958402,16109584,W_NH_WR_All,sov,auto,2164,2164,2153,2153,125000,31250,1,3,3,3,ihvi,PM,0,668.193908691406,553.36967
4670,1610958402,16109584,W_NH_WR_All,sov,auto,2153,2153,2164,2164,125000,31250,1,3,3,3,ihvi,PM,0,668.193908691406,553.36967
4675,1610958404,16109584,N_NH_OME_All,sov,auto,2149,2149,2166,2166,125000,31250,1,3,3,3,ihvi,MD,0,1115.59326171875,553.36967
4679,1610958405,16109584,N_NH_K12_All,hov3,auto,2069,2069,1482,1482,125000,31250,1,84,84,2,ihvi,MD,0,553.369689941406,553.36967
4684,1610958701,16109587,N_NH_O_All,walkbike,nonmotorized,1699,1699,1432,1432,125000,62500,1,2,2,2,ihvs,PM,0,97.9978866577148,93.33132
4701,1610962601,16109626,W_NH_WR_All,walkbike,nonmotorized,3029,3029,3025,3025,62500,31250,1,5,5,5,ilvi,MD,0,99.0671310424805,74.71126
4700,1610962601,16109626,W_NH_WR_All,walkbike,nonmotorized,3025,3025,3029,3029,62500,31250,1,5,5,5,ilvi,MD,0,99.0671310424805,74.71126
4730,1610963701,16109637,N_NH_O_All,sov,auto,2772,2772,2741,2741,200000,66666.66666666667,1,82,82,82,ihvi,PM,0,137.903778076172,95.89437
4740,1610963703,16109637,N_NH_O_All,sov,auto,2772,2772,2772,2772,200000,66666.66666666667,1,82,82,82,ihvi,PM,0,193.323059082031,95.89437
4744,1610964101,16109641,W_NH_O_All,sov,auto,640,640,476,476,87500,43750,1,7,7,7,ihvs,AM,0,141.50505065918,106.71573
4746,1610964101,16109641,W_NH_O_All,other_auto,auto,640,640,612,612,87500,43750,1,7,7,7,ihvs,MD,0,141.50505065918,106.71573
4753,1610964102,16109641,N_NH_OME_All,sov,auto,1133,1133,1258,1258,87500,43750,1,6,6,81,ihvs,NT,0,181.12646484375,106.71573
4763,1610966001,16109660,W_NH_WR_All,sov,auto,612,612,166,166,125000,62500,1,7,7,5,ihvs,PM,0,108.872169494629,96.90447
4762,1610966001,16109660,W_NH_O_All,sov,auto,1237,1237,612,612,125000,62500,1,6,6,7,ihvs,PM,0,108.872169494629,96.90447
4768,1610966002,16109660,W_NH_O_All,sov,auto,501,501,298,298,125000,62500,1,7,7,5,ihvs,PM,0,149.775543212891,96.90447
4766,1610966002,16109660,W_NH_O_All,walkbike,nonmotorized,298,298,301,301,125000,62500,1,5,5,5,ihvs,MD,0,117.012153625488,96.90447
4770,1610966002,16109660,W_NH_O_All,sov,auto,338,338,336,336,125000,62500,1,5,5,5,ihvs,PM,0,149.775543212891,96.90447
4769,1610966002,16109660,W_NH_O_All,walkbike,nonmotorized,298,298,338,338,125000,62500,1,5,5,5,ihvs,PM,0,149.775543212891,96.90447
4767,1610966002,16109660,W_NH_O_All,sov,auto,301,301,501,501,125000,62500,1,5,5,7,ihvs,MD,0,117.012153625488,96.90447
4786,1610969602,16109696,W_NH_O_All,sov,auto,2279,2279,2106,2106,200000,66666.66666666667,1,3,3,3,ihvs,PM,0,599.286315917969,387.737
4800,1610969605,16109696,N_NH_K12_All,other_auto,auto,2145,2145,2181,2181,200000,66666.66666666667,1,3,3,3,ihvs,MD,0,387.736999511719,387.737
4808,1610970901,16109709,N_NH_OME_All,sov,auto,2668,2668,1755,1755,12500,12500,1,2,2,4,ilvs,MD,0,96.1851119995117,83.49402
4807,1610970901,16109709,N_NH_O_All,sov,auto,2124,2124,2668,2668,12500,12500,1,3,3,2,ilvs,MD,0,96.1851119995117,83.49402
4820,1610971202,16109712,W_NH_O_All,sov,auto,1613,1613,1494,1494,62500,31250,1,3,3,2,ilvs,PM,0,121.444526672363,119.06326
4819,1610971202,16109712,W_NH_O_All,sov,auto,1696,1696,1613,1613,62500,31250,1,2,2,3,ilvs,MD,0,121.444526672363,119.06326
4822,1610971202,16109712,W_NH_O_All,sov,auto,1494,1494,1696,1696,62500,31250,1,2,2,2,ilvs,PM,0,155.448989868164,119.06326
4825,1610971301,16109713,N_NH_OME_All,hov2,auto,2516,2516,2567,2567,62500,31250,1,2,2,2,ilvs,MD,0,43.3516731262207,33.20441
4830,1610971302,16109713,N_NH_OME_All,hov2,auto,2516,2516,2567,2567,62500,31250,1,2,2,2,ilvs,MD,0,43.3516731262207,33.20441
4835,1610971701,16109717,N_NH_OME_All,hov3,auto,2043,2043,2043,2043,125000,62500,1,3,3,3,ihvs,MD,0,243.582656860352,183.86372
4838,1610971701,16109717,N_NH_O_All,hov3,auto,1431,1431,2752,2752,125000,62500,1,2,2,82,ihvs,PM,0,243.582656860352,183.86372
4841,1610971702,16109717,W_NH_O_All,sov,auto,1431,1431,1878,1878,125000,62500,1,2,2,3,ihvs,AM,0,243.582656860352,183.86372
4842,1610971702,16109717,W_NH_O_All,sov,auto,1878,1878,1892,1892,125000,62500,1,3,3,2,ihvs,AM,0,190.298950195313,183.86372
4845,1610971703,16109717,N_NH_K12_All,walkbike,nonmotorized,1431,1431,1431,1431,125000,62500,1,2,2,2,ihvs,AM,0,183.863723754883,183.86372
4846,1610971703,16109717,N_NH_K12_All,hov3,auto,1431,1431,2752,2752,125000,62500,1,2,2,82,ihvs,PM,0,183.863723754883,183.86372
4849,1610971704,16109717,N_NH_OME_All,hov3,auto,2043,2043,2043,2043,125000,62500,1,3,3,3,ihvs,MD,0,183.863723754883,183.86372
4852,1610971704,16109717,N_NH_O_All,hov3,auto,1431,1431,2752,2752,125000,62500,1,2,2,82,ihvs,PM,0,183.863723754883,183.86372
4872,1610977401,16109774,N_NH_O_All,sov,auto,563,563,2377,2377,200000,200000,0,1,1,3,ihvs,MD,0,69.8268966674805,62.15122
4875,1610980601,16109806,W_NH_WR_All,sov,auto,1419,1419,1453,1453,62500,31250,1,2,2,2,ilvs,MD,0,175.991775512695,161.25322
4876,1610980601,16109806,W_NH_WR_All,sov,auto,1453,1453,1549,1549,62500,31250,1,2,2,2,ilvs,MD,0,175.991775512695,161.25322
4884,1610981901,16109819,N_NH_OME_All,sov,auto,2733,2733,2708,2708,125000,62500,1,82,82,82,ihvs,MD,0,134.217910766602,93.33132
4885,1610981901,16109819,N_NH_OME_All,sov,auto,2708,2708,2709,2709,125000,62500,1,82,82,82,ihvs,MD,0,134.217910766602,93.33132
4883,1610981901,16109819,N_NH_OME_All,sov,auto,2771,2771,2733,2733,125000,62500,1,82,82,82,ihvs,MD,0,104.85774230957,93.33132
4906,1610989501,16109895,W_NH_O_All,sov,auto,614,614,491,491,125000,125000,0,7,7,7,ihvs,PM,0,264.980346679688,200.01535
4905,1610989501,16109895,W_NH_O_All,sov,auto,1335,1335,614,614,125000,125000,0,6,6,7,ihvs,PM,0,207.015884399414,200.01535
4904,1610989501,16109895,W_NH_O_All,sov,auto,580,580,1335,1335,125000,125000,0,7,7,6,ihvs,NT,0,207.015884399414,200.01535
4910,1610989503,16109895,N_NH_K12_All,other_auto,auto,793,793,827,827,125000,125000,0,82,82,82,ihvs,PM,0,200.015350341797,200.01535
4913,1610993801,16109938,N_NH_OME_All,hov2,auto,1229,1229,1246,1246,125000,62500,1,6,6,81,ihvi,MD,0,76.2806777954102,53.04342
4914,1610993801,16109938,N_NH_OME_All,hov2,auto,1246,1246,1334,1334,125000,62500,1,81,81,6,ihvi,MD,0,76.2806777954102,53.04342
4921,1610993802,16109938,W_NH_WR_All,walkbike,nonmotorized,3013,3013,1291,1291,125000,62500,1,6,6,6,ihvi,MD,0,59.5942802429199,53.04342
4922,1610993802,16109938,W_NH_WR_All,walkbike,nonmotorized,1291,1291,1293,1293,125000,62500,1,6,6,6,ihvi,PM,0,59.5942802429199,53.04342
4927,1610994401,16109944,W_NH_O_All,sov,auto,1547,1547,2007,2007,62500,62500,1,2,2,84,ilvs,PM,0,141.235656738281,129.40778
4934,1610996901,16109969,N_NH_OME_All,sov,auto,1755,1755,1751,1751,62500,31250,1,4,4,4,ilvi,MD,0,43.3516731262207,33.20441
4932,1610996901,16109969,N_NH_OME_All,sov,auto,1756,1756,1755,1755,62500,31250,1,4,4,4,ilvi,MD,0,43.3516731262207,33.20441
4935,1610996901,16109969,N_NH_OME_All,sov,auto,1751,1751,1810,1810,62500,31250,1,4,4,4,ilvi,MD,0,43.3516731262207,33.20441
4941,1610998701,16109987,N_NH_OME_All,sov,auto,2734,2734,2702,2702,62500,62500,1,82,82,82,ilvs,MD,0,62.2600555419922,46.95328
4942,1610998701,16109987,N_NH_OME_All,sov,auto,2702,2702,2703,2703,62500,62500,1,82,82,82,ilvs,MD,0,79.69287109375,46.95328
4940,1610998701,16109987,N_NH_O_All,sov,auto,2734,2734,2734,2734,62500,62500,1,82,82,82,ilvs,MD,0,62.2600555419922,46.95328
4943,1610998701,16109987,N_NH_OME_All,sov,auto,2703,2703,2746,2746,62500,62500,1,82,82,82,ilvs,PM,0,79.69287109375,46.95328
4950,1610999502,16109995,W_NH_O_All,sov,auto,2244,2244,2253,2253,87500,43750,1,3,3,3,ihvs,MD,0,122.040702819824,119.64774
4953,1611000901,16110009,N_NH_OME_All,sov,auto,1909,1909,1909,1909,12500,12500,1,84,84,84,ilvs,MD,0,2143.4345703125,1860.62023
4957,1611000901,16110009,W_NH_O_All,walkbike,nonmotorized,2007,2007,1999,1999,12500,12500,1,84,84,84,ilvs,NT,0,2143.4345703125,1860.62023
4956,1611000901,16110009,W_NH_O_All,sov,auto,1994,1994,2007,2007,12500,12500,1,84,84,84,ilvs,NT,0,1674.55822753906,1860.62023
4967,1611004501,16110045,N_NH_OME_All,sov,auto,2088,2088,2105,2105,37500,37500,1,7,7,3,ilvs,NT,0,131.798034667969,79.20555
4976,1611007201,16110072,W_NH_O_All,sov,auto,568,568,84,84,87500,43750,1,1,1,1,ihvs,MD,0,126.107978820801,95.10406
4977,1611007201,16110072,W_NH_O_All,sov,auto,84,84,568,568,87500,43750,1,1,1,1,ihvs,MD,0,126.107978820801,95.10406
4978,1611007201,16110072,W_NH_O_All,sov,auto,568,568,2377,2377,87500,43750,1,1,1,3,ihvs,NT,0,126.107978820801,95.10406
4981,1611007202,16110072,N_NH_OME_All,sov,auto,1867,1867,2137,2137,87500,43750,1,3,3,3,ihvs,MD,0,161.418212890625,95.10406
4984,1611007202,16110072,N_NH_O_All,hov3,auto,2047,2047,1997,1997,87500,43750,1,84,84,3,ihvs,NT,0,161.418212890625,95.10406
4987,1611007203,16110072,N_NH_O_All,hov3,auto,2047,2047,1997,1997,87500,43750,1,84,84,3,ihvs,NT,0,95.1040573120117,95.10406
4990,1611007204,16110072,N_NH_O_All,hov3,auto,2047,2047,1997,1997,87500,43750,1,84,84,3,ihvs,NT,0,95.1040573120117,95.10406
4993,1611008501,16110085,W_NH_WR_All,sov,auto,547,547,564,564,200000,100000,0,7,7,1,ihvs,MD,0,91.748893737793,81.66346
5000,1611008701,16110087,N_NH_OME_All,hov2,auto,2087,2087,33,33,37500,37500,1,7,7,7,ilvs,MD,0,42.502140045166,33.2048
4998,1611008701,16110087,N_NH_OME_All,hov2,auto,33,33,2087,2087,37500,37500,1,7,7,7,ilvs,MD,0,42.502140045166,33.2048
5003,1611016501,16110165,W_NH_EK12_All,sov,auto,1187,88,1187,88,125000,62500,1,81,5,81,ihvs,MD,0,96.0660247802734,70.37804
5004,1611016501,16110165,W_NH_EK12_All,hov3,auto,1187,1187,1192,1192,125000,62500,1,81,81,81,ihvs,PM,0,122.964508056641,70.37804
5008,1611016502,16110165,W_NH_EK12_All,sov,auto,1187,1187,319,319,125000,62500,1,81,81,5,ihvs,AM,0,96.0660247802734,70.37804
5009,1611016502,16110165,W_NH_O_All,sov,auto,319,319,1187,1187,125000,62500,1,5,5,81,ihvs,MD,0,96.0660247802734,70.37804
5011,1611016502,16110165,W_NH_O_All,sov,auto,319,319,1192,1192,125000,62500,1,5,5,81,ihvs,PM,0,96.0660247802734,70.37804
5007,1611016502,16110165,W_NH_EK12_All,hov2,auto,1187,1194,1187,1194,125000,62500,1,81,81,81,ihvs,AM,0,122.964508056641,70.37804
5015,1611016503,16110165,N_NH_K12_All,hov3,auto,1187,1187,1192,1192,125000,62500,1,81,81,81,ihvs,PM,0,70.3780364990234,70.37804
5014,1611016503,16110165,N_NH_K12_All,hov2,auto,1187,1194,1187,1194,125000,62500,1,81,81,81,ihvs,AM,0,70.3780364990234,70.37804
5021,1611016601,16110166,W_NH_O_All,sov,auto,3036,3036,3040,3040,37500,37500,1,2,2,2,ilvs,PM,0,135.978210449219,104.59863
5024,1611016601,16110166,N_NH_OME_All,sov,auto,1596,1596,1596,1596,37500,37500,1,2,2,2,ilvs,NT,0,174.052124023438,104.59863
5040,1611019201,16110192,W_NH_O_All,walkbike,nonmotorized,3061,3061,1511,1511,62500,62500,1,2,2,2,ilvs,MD,0,141.235656738281,129.40778
5041,1611019201,16110192,W_NH_O_All,sov,auto,1511,1511,1675,1675,62500,62500,1,2,2,2,ilvs,NT,0,141.235656738281,129.40778
5039,1611019201,16110192,W_NH_O_All,walkbike,nonmotorized,1511,1511,3061,3061,62500,62500,1,2,2,2,ilvs,MD,0,141.235656738281,129.40778
5046,1611021101,16110211,W_NH_O_All,sov,auto,1358,1358,1347,1347,125000,62500,1,6,6,6,ihvs,PM,0,60.362964630127,57.48854
5044,1611021101,16110211,W_NH_O_All,sov,auto,1358,1358,1357,1357,125000,62500,1,6,6,6,ihvs,MD,0,60.362964630127,57.48854
